,ApprovalFY,RetainedJob,UrbanRural,GrAppv,SBA_Appv,Approval_Year,Disbursement_Year,BankState_code,RevLineCr_code,LowDoc_code
107,2005,0,1,0.015002273071677528,0.00899100899100899,4,4,46,2,1
108,2005,11,1,0.028640703136838915,0.01716465352828989,5,5,40,2,1
109,1998,0,0,0.02506440369752993,0.024088638634093176,98,98,16,2,1
110,2006,5,1,0.004394605243218669,0.002633729906457179,5,7,35,4,1
111,2006,4,1,0.3938475526594939,0.3541004450095359,6,6,9,2,1
112,2006,1,1,0.015002273071677528,0.00899100899100899,6,7,27,2,1
113,2005,2,2,0.0096984391574481,0.005812369448733085,5,5,8,2,1
114,2004,0,1,0.0028792241248674043,0.0017255471800926344,4,4,27,3,1
115,2005,2,1,0.0074253674799212,0.007628734901462174,5,5,9,2,1
116,2006,5,2,0.004394605243218669,0.002633729906457179,6,6,8,4,1
117,2006,0,1,0.21200181845734203,0.1906275542639179,6,6,4,0,1
118,2007,0,1,0.0074253674799212,0.004450095359186268,6,7,35,4,1
119,2006,1,2,0.0074253674799212,0.004450095359186268,5,6,14,4,1
120,2006,2,2,0.010456129716623732,0.006266460811915357,6,7,45,4,1
121,2006,1,1,0.010456129716623732,0.006266460811915357,6,6,27,4,1
122,2006,1,2,0.019548416426731323,0.011715557170102624,6,6,27,2,1
123,2005,2,2,0.015002273071677528,0.00899100899100899,5,5,27,4,1
124,2004,0,2,0.010456129716623732,0.006266460811915357,4,4,45,4,1
125,1998,0,0,0.03106531292620094,0.02797202797202797,97,97,47,0,1
126,1998,0,0,0.26504015759963634,0.23830714739805647,98,98,44,0,1
127,2006,2,1,0.0028792241248674043,0.0017255471800926344,6,6,27,2,1
128,2005,2,1,0.015002273071677528,0.00899100899100899,5,5,46,2,1
129,2006,1,1,0.0074253674799212,0.004450095359186268,6,6,40,2,1
130,2006,2,1,0.03258069404455221,0.019525928616837707,5,5,34,2,1
131,2006,9,2,0.0028792241248674043,0.0017255471800926344,6,6,31,4,1
132,1997,0,0,0.022579178663433855,0.021705567160112613,97,97,34,2,2
133,2006,0,1,0.0074253674799212,0.004450095359186268,6,6,35,4,1
134,1998,0,0,0.046370662221548724,0.04173099627645082,98,98,38,0,1
135,2006,8,1,0.015002273071677528,0.00899100899100899,5,5,35,4,1
136,2005,1,1,0.004394605243218669,0.002633729906457179,5,5,40,2,1
137,1997,0,0,0.020457645097742082,0.019671237853056033,97,97,1,2,2
138,1997,0,0,0.29080163661160785,0.2614658069203524,97,97,4,0,1
139,1997,0,0,0.011971510834974998,0.011533920624829715,97,97,12,2,2
140,1997,0,0,0.10592514017275345,0.09526836799564073,97,98,38,2,1
141,2006,1,1,0.004394605243218669,0.002633729906457179,6,6,35,4,1
142,2006,0,1,0.04530989543870284,0.02715466351829988,6,6,34,0,1
143,2006,1,1,0.004394605243218669,0.002633729906457179,6,6,27,4,1
144,1998,0,0,0.4423397484467344,0.27199346108437017,97,98,44,0,1
145,1998,0,0,0.020306106985906958,0.019525928616837707,97,98,44,2,2
146,2005,2,1,0.04530989543870284,0.046226500771955316,5,5,4,2,1
147,2005,6,1,0.001363843006516139,0.00081736445372809,5,8,40,2,1
148,2006,2,1,0.018639187755720564,0.011170647534283897,6,6,27,0,1
149,1998,0,0,0.008940748598272466,0.008627735900463172,97,98,44,2,2
150,2006,3,1,0.0074253674799212,0.004450095359186268,6,6,40,4,1
151,2005,1,1,0.003788452795878163,0.002270456815911361,5,5,40,2,1
152,2006,0,1,0.10744052129110472,0.12887112887112886,6,6,4,0,1
153,2005,2,1,0.015002273071677528,0.00899100899100899,5,7,8,4,1
154,1998,0,0,0.028337626913168663,0.027227318136409044,97,97,27,2,2
155,1998,0,0,0.036217608728595245,0.03042412133321224,97,99,4,0,1
156,2005,3,1,0.015002273071677528,0.00899100899100899,5,5,46,2,1
157,2007,17,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
158,1998,0,0,0.011948780118199729,0.011512124239396966,98,98,35,2,2
159,2006,2,1,0.03015608425519018,0.018072836254654435,6,6,4,4,1
160,2005,28,2,0.015002273071677528,0.00899100899100899,5,5,34,2,1
161,2005,0,2,0.032277617820881954,0.03294886931250567,5,5,45,2,1
162,2005,0,2,0.03015608425519018,0.018072836254654435,4,4,4,4,1
163,2005,1,1,0.002273071677526898,0.0013622740895468167,5,5,27,2,1
164,2006,3,1,0.011971510834974998,0.007174643538279901,5,5,45,2,1
165,2006,3,1,0.015002273071677528,0.00899100899100899,6,6,45,4,1
166,1998,0,0,0.001363843006516139,0.00081736445372809,98,98,4,4,1
167,1997,0,0,0.015002273071677528,0.014440105349196257,97,97,24,2,2
168,1997,0,0,0.0907713289892408,0.08164562710017256,97,97,42,0,1
169,2006,4,1,0.0074253674799212,0.004450095359186268,6,6,46,4,1
170,1997,0,0,0.007122291256250948,0.006884025065843247,97,97,33,2,2
171,2004,0,1,0.014396120624337023,0.008627735900463172,4,4,45,2,1
172,2006,4,1,0.010456129716623732,0.006266460811915357,6,6,14,4,1
173,2006,5,1,0.005909986361569935,0.0035419126328217233,6,6,1,4,1
174,1998,0,0,0.025609940900136387,0.024611751884479154,98,98,15,2,2
175,2005,3,1,0.015002273071677528,0.00899100899100899,5,5,40,2,1
176,1997,0,0,0.07410213668737688,0.06666061211515757,97,97,27,2,1
177,1998,0,0,0.086225185634187,0.0775588048315321,98,98,9,0,1
178,2006,3,1,0.0074253674799212,0.004450095359186268,6,7,35,4,1
179,2006,3,1,0.004394605243218669,0.002633729906457179,6,6,27,4,1
180,2006,3,1,0.005909986361569935,0.0035419126328217233,6,6,35,4,1
181,1998,0,0,0.21200181845734203,0.22877122877122874,97,98,20,4,1
182,2005,7,1,0.0074253674799212,0.004450095359186268,5,5,34,3,1
183,2005,4,1,0.03015608425519018,0.018072836254654435,5,5,4,2,1
184,2006,1,1,0.001363843006516139,0.001453092362183271,6,6,4,0,1
185,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
186,2006,3,1,0.03015608425519018,0.018072836254654435,5,6,34,4,1
187,2005,2,1,0.0074253674799212,0.004450095359186268,5,5,27,4,1
188,1998,0,0,0.025609940900136387,0.024611751884479154,98,98,4,0,2
189,2006,1,1,0.015002273071677528,0.00899100899100899,6,6,40,4,1
190,2006,3,1,0.0028792241248674043,0.0029970029970029966,6,6,4,0,1
191,1998,0,0,0.015608425519018034,0.015021342294069566,98,98,44,0,1
192,2006,5,1,0.0028792241248674043,0.0017255471800926344,6,6,8,3,1
193,2006,5,1,0.03015608425519018,0.018072836254654435,6,6,27,3,1
194,1997,6,0,0.05743294438551296,0.06893106893106893,97,98,38,2,1
195,2007,2,1,0.0028792241248674043,0.0029970029970029966,6,6,4,2,1
196,2006,5,1,0.004394605243218669,0.002633729906457179,6,6,35,4,1
197,2006,2,1,0.010910744052129112,0.00653891562982472,5,5,35,2,1
198,2006,2,1,0.0021215335656917713,0.0012714558169103622,6,6,27,4,1
199,2005,8,1,0.010456129716623732,0.006266460811915357,5,5,27,4,1
200,2006,5,1,0.0074253674799212,0.004450095359186268,5,6,14,4,1
201,2006,5,1,0.0075162903470222765,0.004504586322768141,6,6,14,2,1
202,1997,0,0,0.302924685558418,0.36318227227318134,97,97,4,2,1
203,2006,3,1,0.003030762236702531,0.001816365452729089,5,6,40,2,1
204,2006,0,1,0.0074253674799212,0.004450095359186268,5,5,35,4,1
205,1997,3,0,0.0468252765570541,0.0562165107619653,97,98,4,2,1
206,2006,2,2,0.005909986361569935,0.0035419126328217233,6,6,14,2,1
207,1998,0,0,0.015002273071677528,0.014440105349196257,98,98,34,2,2
208,2005,2,1,0.03015608425519018,0.018072836254654435,5,5,40,2,1
209,1998,0,0,0.001666919230186392,0.0016528925619834708,97,99,1,2,1
210,1998,0,0,0.037126837399606004,0.02359095450004541,98,98,23,0,1
211,1997,30,0,0.2920139415062889,0.3501044410135319,97,98,5,2,1
212,1979,0,0,0.012759509016517656,0.013837072018890199,79,79,35,2,1
213,2005,2,1,0.010456129716623732,0.006266460811915357,5,5,34,4,1
214,2005,3,1,0.015002273071677528,0.00899100899100899,5,5,46,2,1
215,1997,0,0,0.02015456887407183,0.019380619380619378,97,97,38,2,2
216,2006,10,1,0.015002273071677528,0.00899100899100899,6,6,35,4,1
217,2005,1,2,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
218,1998,0,0,0.015002273071677528,0.00899100899100899,98,98,40,4,1
219,1997,0,0,0.005909986361569935,0.00572155117609663,97,97,14,2,2
220,2005,12,1,0.0074253674799212,0.004450095359186268,4,5,27,4,1
221,2005,0,1,0.10592514017275345,0.06348197257288167,5,5,49,2,1
222,2006,2,1,0.0074253674799212,0.004450095359186268,6,6,46,4,1
223,2005,4,1,0.0074253674799212,0.007628734901462174,5,5,9,2,1
224,2005,5,1,0.03015608425519018,0.018072836254654435,5,6,27,4,1
225,2006,5,1,0.0074253674799212,0.004450095359186268,5,8,27,4,1
226,2006,4,1,0.011971510834974998,0.007174643538279901,6,6,14,2,1
227,1998,0,0,0.03015608425519018,0.018072836254654435,98,98,14,4,1
228,2005,1,1,0.010456129716623732,0.006266460811915357,5,5,46,2,1
229,2004,0,2,0.015002273071677528,0.00899100899100899,4,4,45,4,1
230,2006,4,1,0.0028792241248674043,0.0017255471800926344,6,6,8,2,1
231,2007,8,1,0.015002273071677528,0.00899100899100899,6,6,46,4,1
232,2006,1,2,0.0074253674799212,0.004450095359186268,6,6,46,2,1
233,2006,1,1,0.010456129716623732,0.006266460811915357,6,6,46,2,1
234,1998,0,0,0.02409455978178512,0.014440105349196257,98,98,38,0,1
235,2006,1,1,0.0074253674799212,0.004450095359186268,6,6,46,2,1
236,2006,3,1,0.015608425519018034,0.015965852329488692,6,6,8,0,1
237,1997,0,0,0.15138657372329142,0.1361365906820452,97,97,27,0,1
238,2005,3,1,0.004394605243218669,0.002633729906457179,5,5,27,4,1
239,2006,5,1,0.03015608425519018,0.018072836254654435,6,6,8,4,1
240,2006,5,1,0.015002273071677528,0.00899100899100899,6,6,4,2,1
241,2005,12,1,0.0074253674799212,0.004450095359186268,5,5,14,4,1
242,2005,5,2,0.015002273071677528,0.00899100899100899,5,5,46,2,1
243,1998,0,0,0.015002273071677528,0.014440105349196257,97,98,44,2,2
244,1983,0,0,0.015305349295347782,0.018436109345200253,83,83,23,2,1
245,1998,0,0,0.22412486740415216,0.2015257469802924,98,99,44,0,1
246,1981,0,0,0.07561751780572815,0.08164562710017256,80,81,46,2,1
247,2005,1,1,0.022579178663433855,0.013531922622831713,5,5,46,2,1
248,2006,30,1,0.04227913320200031,0.02533829806557079,6,6,10,4,1
249,2006,11,2,0.0028792241248674043,0.0017255471800926344,6,6,24,0,1
250,1997,0,0,0.03015608425519018,0.02897102897102897,97,97,48,2,2
251,2005,2,1,0.0074253674799212,0.004450095359186268,5,5,14,4,1
252,2006,2,1,0.0028792241248674043,0.0017255471800926344,6,9,27,4,1
253,2006,0,1,0.1741172904985604,0.15657070202524748,6,6,49,2,1
254,1998,0,0,0.22715562964085467,0.20425029515938606,98,98,41,0,1
255,2005,12,1,0.010456129716623732,0.006266460811915357,5,5,46,4,1
256,1997,0,0,0.4544627973935445,0.27236399963672686,97,97,41,0,1
257,1998,10,0,0.22715562964085467,0.27236399963672686,98,99,23,0,1
258,2006,7,1,0.03864221851795727,0.03943329397874852,6,6,42,0,1
259,1997,0,0,0.03015608425519018,0.02897102897102897,97,98,6,2,2
260,2006,10,2,0.03015608425519018,0.018072836254654435,5,6,45,2,1
261,2005,0,1,0.05288680103045917,0.047588774861502134,4,4,45,2,1
262,2006,2,1,0.02712532201848765,0.02769957315411861,6,6,10,2,1
263,1998,0,0,0.09683285346264586,0.08709472345835982,98,98,34,2,1
264,1998,0,0,0.008940748598272466,0.008627735900463172,98,99,14,2,2
265,2005,4,1,0.0074253674799212,0.004450095359186268,5,5,14,4,1
266,2006,2,1,0.049856038793756635,0.029879211697393514,5,6,4,2,1
267,1998,0,0,0.04530989543870284,0.04077740441376805,98,98,40,2,1
268,1998,0,0,0.005909986361569935,0.0035419126328217233,97,97,38,4,1
269,2006,20,1,0.001363843006516139,0.00081736445372809,6,6,40,2,1
270,2006,9,1,0.037732989846946514,0.03850694759785669,6,6,8,0,1
271,2005,0,1,0.0034853765722079105,0.002088820270638452,4,4,27,4,1
272,1984,0,0,0.020760721321412337,0.024975024975024972,84,85,44,2,1
273,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,6,27,3,1
274,2006,15,1,0.03015608425519018,0.018072836254654435,6,6,46,2,1
275,1984,0,0,0.0074253674799212,0.008082826264644447,84,84,36,2,1
276,2006,0,2,0.3120169722685256,0.2805376441740078,6,6,35,2,1
277,1997,0,0,0.13320200030307622,0.11978930160748343,97,97,42,0,1
278,2006,2,1,0.03015608425519018,0.018072836254654435,6,6,4,2,1
279,2005,1,1,0.00015153811183512655,9.081827263645445e-05,5,6,40,4,1
280,2006,3,1,0.008940748598272466,0.005358278085550812,6,6,27,4,1
281,1979,0,0,0.040763752083649046,0.04404686222868041,79,79,27,2,1
282,1997,0,0,0.015002273071677528,0.014440105349196257,97,97,4,2,2
283,2006,23,1,0.02106379754508259,0.012623739896467168,6,6,27,3,1
284,2006,8,2,0.008940748598272466,0.005358278085550812,5,5,19,4,1
285,1998,0,0,0.03015608425519018,0.02897102897102897,98,98,5,2,2
286,2006,1,1,0.001363843006516139,0.00081736445372809,6,9,27,4,1
287,2006,1,1,0.01854826488861949,0.011116156570702024,6,6,6,2,1
288,2007,2,1,0.010456129716623732,0.006266460811915357,6,6,14,4,1
289,1997,0,0,0.06046370662221549,0.05440014530923622,97,97,27,2,1
290,2005,5,1,0.011971510834974998,0.007174643538279901,5,5,34,4,1
291,1982,0,0,0.15138657372329142,0.18154572700027244,82,83,10,2,1
292,2005,14,2,0.015002273071677528,0.00899100899100899,5,5,8,4,1
293,1997,0,0,0.011365358387634491,0.006811370447734084,97,98,35,0,1
294,1997,0,0,0.03015608425519018,0.02897102897102897,97,97,23,2,2
295,2006,1,1,0.01742688286103955,0.010444101353192261,6,6,8,2,1
296,1997,0,0,0.015002273071677528,0.014440105349196257,97,97,38,2,2
297,2005,4,2,0.03015608425519018,0.018072836254654435,5,5,35,4,1
298,1998,0,0,0.01606303985452341,0.015457270002724547,97,98,4,2,2
299,2006,4,1,0.022579178663433855,0.013531922622831713,6,6,35,4,1
300,1997,0,0,0.06955599333232308,0.08346199255290164,97,97,5,2,1
301,2006,32,1,0.015002273071677528,0.00899100899100899,6,6,35,4,1
302,1998,0,0,0.14714350659190786,0.17645990373263098,97,99,27,2,1
303,2005,0,2,0.015002273071677528,0.00899100899100899,4,4,46,2,1
304,2006,8,1,0.07622367025306864,0.09145400054490964,6,6,40,0,1
305,2005,0,1,0.0028792241248674043,0.0017255471800926344,4,4,27,4,1
306,1997,0,0,0.03015608425519018,0.02897102897102897,97,98,9,0,1
307,1997,0,0,0.025609940900136387,0.015348288075560802,97,98,26,0,1
308,2005,14,1,0.015002273071677528,0.00899100899100899,5,5,20,4,1
309,2005,42,1,0.022579178663433855,0.013531922622831713,5,5,10,4,1
310,1984,0,0,0.031368389149871195,0.0376895831441286,84,85,17,2,1
311,1997,0,0,0.019548416426731323,0.011715557170102624,97,97,38,0,1
312,1982,0,0,0.1495681163812699,0.17936608845699753,82,83,3,2,1
313,2004,0,1,0.0028792241248674043,0.0017255471800926344,4,4,46,2,1
314,2005,4,1,0.008031519927261708,0.004813368449732086,5,5,27,2,1
315,1984,0,0,0.15138657372329142,0.18154572700027244,83,84,35,2,1
316,1998,0,0,0.0074253674799212,0.004450095359186268,97,98,4,4,1
317,2006,3,1,0.015002273071677528,0.00899100899100899,6,6,14,4,1
318,2005,1,1,0.001363843006516139,0.00081736445372809,5,5,27,4,1
319,1997,0,0,0.03015608425519018,0.02897102897102897,97,98,5,2,2
320,1997,0,0,0.015002273071677528,0.014440105349196257,97,97,34,2,2
321,2006,1,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
322,1997,0,0,0.06652523109562054,0.05984924166742348,97,97,4,0,1
323,1984,0,0,0.06046370662221549,0.06529833802561076,84,86,35,2,1
324,1998,0,0,0.02985300803151993,0.028680410498592313,98,98,4,0,1
325,1998,0,0,0.06046370662221549,0.05440014530923622,97,98,44,0,1
326,2005,2,1,0.008940748598272466,0.005358278085550812,5,5,40,2,1
327,1998,0,0,0.005909986361569935,0.0035419126328217233,98,98,14,0,1
328,2005,5,2,0.015002273071677528,0.00899100899100899,5,5,40,2,1
329,1997,0,0,0.022579178663433855,0.021705567160112613,97,97,4,2,2
330,1984,0,0,0.02136687376875284,0.02570157115611661,84,84,44,2,1
331,2007,1,2,0.0028792241248674043,0.0017255471800926344,6,6,35,4,1
332,2007,3,1,0.01512350356114563,0.009063663609118153,6,6,14,2,1
333,2006,1,1,0.019548416426731323,0.011715557170102624,5,6,27,4,1
334,2006,2,1,0.015002273071677528,0.00899100899100899,6,6,4,4,1
335,2005,1,1,0.008940748598272466,0.005358278085550812,5,5,40,2,1
336,2004,0,1,0.03015608425519018,0.018072836254654435,4,4,35,2,1
337,2006,3,1,0.0074253674799212,0.004450095359186268,6,6,40,2,1
338,2006,1,2,0.004091529019548417,0.0024520933611842702,6,6,45,0,1
339,1997,0,0,0.01227458705864525,0.00735628008355281,97,97,14,0,1
340,2006,85,2,0.5453856644946204,0.4903278539642176,6,6,4,2,1
341,2006,5,1,0.0028792241248674043,0.0017255471800926344,6,6,27,3,1
342,2006,3,1,0.2756478254280952,0.24784306602488418,6,6,4,2,1
343,1998,0,0,0.031368389149871195,0.0376895831441286,98,98,26,2,1
344,1980,0,0,0.022579178663433855,0.024430115339206245,80,81,42,2,1
345,2006,4,2,0.008940748598272466,0.005358278085550812,6,6,34,4,1
346,1997,0,0,0.13623276253977876,0.12251384978657706,97,97,35,0,1
347,2006,5,1,0.03015608425519018,0.018072836254654435,6,6,31,4,1
348,2006,0,1,0.22139718139111988,0.26546181091635634,6,6,4,0,1
349,1997,0,0,0.008940748598272466,0.005358278085550812,97,99,14,4,1
350,2005,3,1,0.010456129716623732,0.006266460811915357,5,5,46,2,1
351,1997,0,0,0.011971510834974998,0.011533920624829715,97,97,23,0,1
352,2004,0,1,0.0028792241248674043,0.0017255471800926344,4,4,27,3,1
353,1998,46,0,0.045916047886043344,0.05512669149032785,97,98,5,2,1
354,2005,0,1,0.006213062585240188,0.0037235491780946324,4,4,40,3,1
355,2005,10,1,0.01879072586755569,0.011261465806920352,5,5,27,3,1
356,2006,2,1,0.008334596150931961,0.004995004995004995,5,6,35,4,1
357,1997,0,0,0.02712532201848765,0.026064844246662427,97,97,23,2,2
358,2005,2,1,0.0028792241248674043,0.0017255471800926344,5,6,27,4,1
359,2005,1,2,0.037732989846946514,0.022613749886477158,5,5,8,2,1
360,1997,0,0,0.008940748598272466,0.005358278085550812,97,98,38,0,1
361,1997,0,0,0.02712532201848765,0.026064844246662427,97,98,14,2,2
362,2005,10,1,0.08470980451583573,0.07619653074198529,5,5,34,2,1
363,2006,6,1,0.03015608425519018,0.018072836254654435,6,7,4,4,1
364,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,7,27,4,1
365,2006,6,1,0.018033035308380057,0.010807374443738079,6,6,27,4,1
366,2005,5,1,0.015002273071677528,0.00899100899100899,5,5,27,4,1
367,2004,0,1,0.015002273071677528,0.00899100899100899,4,4,27,4,1
368,1997,0,0,0.037732989846946514,0.03396603396603396,97,97,44,0,1
369,2006,1,1,0.022579178663433855,0.013531922622831713,6,6,35,4,1
370,1998,0,0,0.02068495226549477,0.019889201707383525,97,98,44,2,2
371,2004,0,2,0.02106379754508259,0.012623739896467168,4,4,38,4,1
372,1997,0,0,0.04712835278072436,0.042412133321224225,97,97,10,0,1
373,1998,0,0,0.005909986361569935,0.0035419126328217233,98,98,30,4,1
374,2005,3,2,0.015002273071677528,0.00899100899100899,5,5,46,2,1
375,1997,0,0,0.02136687376875284,0.020543093270365995,97,97,44,2,2
376,2005,2,1,0.018033035308380057,0.010807374443738079,5,5,4,2,1
377,2005,1,1,0.001363843006516139,0.00081736445372809,5,5,40,2,1
378,1983,0,0,0.015002273071677528,0.014440105349196257,82,82,44,2,1
379,2004,0,1,0.004394605243218669,0.002633729906457179,4,4,27,3,1
380,2005,1,1,0.022579178663433855,0.013531922622831713,5,5,49,4,1
381,2006,14,1,0.015002273071677528,0.00899100899100899,6,6,35,4,1
382,1998,0,0,0.03015608425519018,0.02897102897102897,98,98,27,0,2
383,2006,8,1,0.06137293529322625,0.03678140041776405,5,5,8,2,1
384,2006,6,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
385,1997,0,0,0.048946810122745876,0.05875942239578603,97,97,9,2,1
386,1998,0,0,0.1416881345658433,0.1274180365089456,97,98,38,0,1
387,1998,0,0,0.05606910137899682,0.05044955044955045,98,98,29,2,1
388,1997,9,0,0.13108046673738447,0.15720642993370265,97,98,12,2,1
389,2005,5,1,0.008334596150931961,0.004995004995004995,5,6,27,2,1
390,2005,0,1,0.015002273071677528,0.00899100899100899,4,5,27,4,1
391,1997,0,0,0.037732989846946514,0.03396603396603396,97,97,8,2,1
392,1997,0,0,0.184421882103349,0.16583416583416583,97,97,42,0,1
393,1998,0,0,0.04530989543870284,0.048951048951048945,98,99,35,2,1
394,2006,4,2,0.015153811183512654,0.009081827263645445,5,5,47,2,1
395,2006,2,1,0.0074253674799212,0.004450095359186268,6,6,27,4,1
396,1997,0,0,0.010456129716623732,0.006266460811915357,97,98,38,4,1
397,2006,10,2,0.0074253674799212,0.004450095359186268,6,6,38,4,1
398,2004,0,1,0.03015608425519018,0.018072836254654435,4,4,45,4,1
399,2006,0,1,0.15138657372329142,0.1361365906820452,6,6,6,2,1
400,2006,70,1,0.10016669192301864,0.12015257469802924,6,6,5,0,1
401,2006,2,1,0.015002273071677528,0.015348288075560802,5,5,9,2,1
402,2005,2,1,0.015002273071677528,0.00899100899100899,5,5,46,2,1
403,2005,2,1,0.0065161388089104415,0.0039051857233675415,5,5,27,2,1
404,1997,0,0,0.015002273071677528,0.014440105349196257,97,98,23,2,2
405,2006,3,1,0.019548416426731323,0.011715557170102624,6,6,27,4,1
406,1998,0,0,0.03015608425519018,0.018072836254654435,98,98,42,0,1
407,1997,0,0,0.15350810728898318,0.13804377440741075,97,97,6,0,1
408,2005,10,1,0.015002273071677528,0.00899100899100899,5,5,14,4,1
409,1998,0,0,0.0074253674799212,0.007174643538279901,97,97,19,2,2
410,1998,0,0,0.302924685558418,0.29052765416401777,98,98,44,2,1
411,2006,1,2,0.0028792241248674043,0.0017255471800926344,6,6,8,4,1
412,1998,0,0,0.01181997272313987,0.011388611388611388,98,98,2,2,2
413,2006,2,1,0.013486891953326263,0.013804377440741077,5,5,9,2,1
414,2005,20,1,0.03015608425519018,0.018072836254654435,5,5,27,4,1
415,1998,0,0,0.06046370662221549,0.05440014530923622,97,97,48,2,1
416,1997,0,0,0.057706622215487204,0.0519215330124421,97,97,37,0,1
417,2005,1,2,0.008031519927261708,0.004813368449732086,5,6,40,2,1
418,1998,0,0,0.09319593877860283,0.08382526564344746,98,98,23,2,1
419,2006,0,1,0.1210789513562661,0.1088911088911089,6,6,17,2,1
420,2006,7,1,0.04530989543870284,0.02715466351829988,6,6,48,4,1
421,2004,0,1,0.003030762236702531,0.001816365452729089,4,4,27,4,1
422,1997,0,0,0.051371419912107905,0.046226500771955316,97,97,9,2,1
423,1984,0,0,0.15138657372329142,0.1593315775133957,84,84,4,2,1
424,2006,1,1,0.003030762236702531,0.001816365452729089,6,6,27,4,1
425,2005,5,1,0.010456129716623732,0.006266460811915357,5,5,46,2,1
426,2006,7,1,0.005909986361569935,0.0035419126328217233,6,6,35,4,1
427,1998,0,0,0.0028792241248674043,0.0017255471800926344,98,98,4,4,1
428,2006,1,1,0.0074253674799212,0.004450095359186268,6,6,34,4,1
429,2006,7,2,0.07561751780572815,0.04531831804559077,6,6,35,4,1
430,2006,6,2,0.010456129716623732,0.006266460811915357,6,6,27,4,1
431,2006,49,1,0.04530989543870284,0.02715466351829988,6,6,44,4,1
432,2005,17,1,0.008940748598272466,0.005358278085550812,5,5,40,2,1
433,1997,0,0,0.015002273071677528,0.00899100899100899,97,97,4,4,1
434,2006,12,1,0.0034853765722079105,0.002088820270638452,6,6,46,0,1
435,2006,3,1,0.015002273071677528,0.00899100899100899,5,6,46,2,1
436,2006,0,1,0.34565843309592365,0.41440377804014167,6,6,4,0,1
437,2006,3,1,0.0028792241248674043,0.0017255471800926344,6,6,27,2,1
438,1998,0,0,0.0907713289892408,0.08164562710017256,97,98,35,2,1
439,1998,0,0,0.11653280800121231,0.10480428662246843,97,98,19,0,1
440,1998,0,0,0.005909986361569935,0.00572155117609663,97,97,23,2,2
441,1984,0,0,0.08470980451583573,0.10162564708019253,84,85,34,2,1
442,1997,0,0,0.003788452795878163,0.003451094360185269,97,97,7,0,1
443,2005,2,1,0.014971965449310504,0.0089728453364817,5,5,45,4,1
444,2005,6,1,0.0074253674799212,0.004450095359186268,5,5,34,4,1
445,2006,5,1,0.03015608425519018,0.018072836254654435,5,6,40,4,1
446,1998,0,0,0.15138657372329142,0.1361365906820452,97,98,12,2,1
447,2005,1,1,0.025609940900136387,0.015348288075560802,5,7,46,2,1
448,2006,2,2,0.012729201394150631,0.007628734901462174,6,6,8,2,1
449,2006,1,1,0.008940748598272466,0.005358278085550812,6,6,27,4,1
450,2006,16,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
451,2006,4,1,0.0074253674799212,0.004450095359186268,6,6,46,2,1
452,2006,3,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
453,2006,9,1,0.022579178663433855,0.013531922622831713,5,6,34,4,1
454,2006,1,1,0.005909986361569935,0.0035419126328217233,6,6,27,4,1
455,2005,3,1,0.0074253674799212,0.004450095359186268,5,5,8,4,1
456,1997,0,0,0.02409455978178512,0.023158659522295885,97,97,42,0,1
457,2006,4,1,0.02712532201848765,0.02769957315411861,5,5,35,2,1
458,2006,1,1,0.015002273071677528,0.00899100899100899,6,6,34,4,1
459,1997,0,0,0.03015608425519018,0.02897102897102897,97,97,34,2,2
460,2006,2,1,0.004394605243218669,0.002633729906457179,5,6,40,2,1
461,2006,2,1,0.0028792241248674043,0.0017255471800926344,5,5,27,2,1
462,1997,0,0,0.1210789513562661,0.1088911088911089,97,97,4,2,1
463,1997,105,0,0.22685255341718444,0.27200072654618107,97,98,23,0,1
464,2004,0,2,0.004394605243218669,0.002633729906457179,4,7,45,4,1
465,2005,20,2,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
466,2006,2,1,0.0074253674799212,0.004450095359186268,6,6,35,4,1
467,2006,3,1,0.03015608425519018,0.018072836254654435,6,6,45,2,1
468,2005,4,1,0.008940748598272466,0.005358278085550812,5,5,27,2,1
469,2006,1,1,0.0074253674799212,0.004450095359186268,6,6,24,3,1
470,1998,0,0,0.03015608425519018,0.02897102897102897,98,98,46,0,2
471,2006,1,1,0.010456129716623732,0.006266460811915357,6,6,45,4,1
472,2006,1,1,0.011971510834974998,0.007174643538279901,6,6,31,2,1
473,1997,0,0,0.02985300803151993,0.035873217691399506,97,98,18,2,1
474,2005,2,1,0.015002273071677528,0.00899100899100899,5,5,27,4,1
475,1983,0,0,0.08652826185785725,0.10380528562346744,82,83,44,2,1
476,1998,0,0,0.15138657372329142,0.1361365906820452,98,98,34,2,1
477,2007,0,1,0.06288831641157751,0.05657978385251112,6,6,40,2,1
478,2005,0,1,0.015002273071677528,0.00899100899100899,4,5,46,2,1
479,2006,2,1,0.015002273071677528,0.00899100899100899,6,6,35,4,1
480,1998,0,0,0.05303833914229429,0.04772500227045681,98,98,4,0,1
